type,host_time,imu_time_us,x,y,z,i,j,k,real,accuracy
RV,1782148479.9135296,19357521,,,,-0.067139,-0.104004,-0.878967,0.460571,1.150879
LA,1782148479.9182284,19357521,-0.308594,0.027344,-0.148438,,,,,
RV,1782148479.92408,19361921,,,,-0.066895,-0.103882,-0.879028,0.460449,1.150879
LA,1782148479.9270935,19361921,-0.339844,0.027344,-0.070312,,,,,
RV,1782148479.931015,19367521,,,,-0.06665,-0.10376,-0.87915,0.460327,1.150879
RV,1782148480.0237656,19543384,,,,-0.062927,-0.103516,-0.881042,0.457275,1.150879
LA,1782148480.1217985,19581826,-0.078125,0.179688,-0.277344,,,,,
RV,1782148480.1271837,19587226,,,,-0.066772,-0.10083,-0.880615,0.45813,1.151123
LA,1782148480.1297462,19587226,-0.195312,0.324219,-0.316406,,,,,
RV,1782148480.135492,19592526,,,,-0.066956,-0.101013,-0.880676,0.457947,1.151123
LA,1782148480.1380513,19592526,-0.277344,0.402344,-0.308594,,,,,
RV,1782148480.1439364,19597126,,,,-0.067078,-0.101196,-0.880737,0.457825,1.151123
LA,1782148480.1465292,19597126,-0.355469,0.324219,-0.347656,,,,,
RV,1782148480.1516206,19602226,,,,-0.067322,-0.101318,-0.880798,0.457642,1.151123
LA,1782148480.1575336,19602226,-0.554688,0.316406,-0.382812,,,,,
RV,1782148480.1635356,19606926,,,,-0.067566,-0.101501,-0.880859,0.457458,1.151123
LA,1782148480.165763,19606926,-0.753906,0.242188,-0.347656,,,,,
RV,1782148480.1710036,19612226,,,,-0.067932,-0.101624,-0.880859,0.457275,1.151123
LA,1782148480.173824,19612226,-0.800781,0.277344,-0.308594,,,,,
RV,1782148480.181819,19617126,,,,-0.068298,-0.101807,-0.88092,0.457153,1.151123
LA,1782148480.1821237,19617126,-0.921875,0.324219,-0.308594,,,,,
LA,1782148480.2746313,19791949,-0.171875,0.242188,0.175781,,,,,
LA,1782148480.2764328,19796849,-0.144531,0.125,0.097656,,,,,
RV,1782148480.3735483,19837915,,,,-0.075317,-0.102722,-0.87854,0.460388,1.151367
LA,1782148480.378857,19837915,0.445312,0.035156,-0.324219,,,,,
RV,1782148480.3842528,19842215,,,,-0.075134,-0.102661,-0.87854,0.460449,1.151367
LA,1782148480.386887,19842215,0.453125,0.035156,-0.167969,,,,,
RV,1782148480.3924308,19847315,,,,-0.074951,-0.102661,-0.87854,0.460449,1.151367
LA,1782148480.3955255,19847315,0.414062,0.113281,0.023438,,,,,
RV,1782148480.4007432,19852715,,,,-0.074829,-0.102722,-0.878601,0.460388,1.151367
LA,1782148480.4036932,19852715,0.339844,0.148438,0.058594,,,,,
RV,1782148480.4094853,19857715,,,,-0.074829,-0.102844,-0.878601,0.460266,1.151367
LA,1782148480.4123487,19857715,0.222656,0.066406,0.097656,,,,,
RV,1782148480.4176881,19862415,,,,-0.074829,-0.103027,-0.878662,0.460083,1.151367
LA,1782148480.4230878,19862415,-0.042969,0.105469,-0.054688,,,,,
RV,1782148480.4270365,19868015,,,,-0.074829,-0.103271,-0.878723,0.4599,1.151367
LA,1782148480.4314861,19868015,-0.121094,0.097656,-0.132812,,,,,
LA,1782148480.4333942,19872815,-0.203125,0.164062,-0.246094,,,,,
LA,1782148480.5255857,20041065,-0.273438,-0.09375,0.183594,,,,,
LA,1782148480.527475,20045965,-0.351562,0.019531,0.449219,,,,,
RV,1782148480.6242049,20087211,,,,-0.074646,-0.100098,-0.879822,0.458618,1.151611
LA,1782148480.6300242,20087211,-0.011719,-0.046875,0.480469,,,,,
RV,1782148480.6346457,20092611,,,,-0.074219,-0.099976,-0.879761,0.458862,1.151611
LA,1782148480.6375456,20092611,0.148438,0.066406,0.320312,,,,,
RV,1782148480.6432335,20097611,,,,-0.073853,-0.099915,-0.879639,0.459106,1.151611
LA,1782148480.6463518,20097611,0.378906,0.058594,0.167969,,,,,
RV,1782148480.65117,20102311,,,,-0.073486,-0.099854,-0.879639,0.459229,1.151611
LA,1782148480.6541662,20102311,0.691406,0.019531,-0.175781,,,,,
RV,1782148480.6598034,20107611,,,,-0.073059,-0.09967,-0.879578,0.459351,1.151611
LA,1782148480.6623886,20107611,0.699219,-0.019531,-0.253906,,,,,
RV,1782148480.6681788,20112611,,,,-0.072632,-0.099548,-0.879639,0.459412,1.151611
LA,1782148480.673831,20112611,0.746094,-0.054688,-0.253906,,,,,
RV,1782148480.6789515,20117511,,,,-0.072266,-0.099426,-0.8797,0.459412,1.151855
LA,1782148480.6818812,20117511,0.640625,-0.019531,-0.300781,,,,,
LA,1782148480.6845422,20122211,0.300781,0.136719,-0.183594,,,,,
RV,1782148480.7771294,20296348,,,,-0.066345,-0.09314,-0.881104,0.458862,1.151855
RV,1782148480.8750088,20337569,,,,-0.066711,-0.092041,-0.881836,0.457642,1.1521
LA,1782148480.8802147,20337569,-0.117188,0.042969,0.011719,,,,,
RV,1782148480.8858242,20342569,,,,-0.066895,-0.092102,-0.881897,0.45752,1.1521
LA,1782148480.8887272,20342569,-0.238281,0.042969,0.050781,,,,,
RV,1782148480.8940308,20347869,,,,-0.067017,-0.092102,-0.881897,0.457458,1.1521
LA,1782148480.8967655,20347869,-0.316406,0.007812,-0.023438,,,,,
RV,1782148480.9023757,20352969,,,,-0.067017,-0.092041,-0.881897,0.457458,1.1521
LA,1782148480.9052274,20352969,-0.355469,0.007812,0.011719,,,,,
RV,1782148480.9109545,20357869,,,,-0.066956,-0.091919,-0.881897,0.45752,1.1521
LA,1782148480.913404,20357869,-0.382812,-0.0625,0.003906,,,,,
RV,1782148480.919067,20362469,,,,-0.066833,-0.091736,-0.881897,0.457581,1.1521
LA,1782148480.9257004,20362469,-0.375,0.015625,0.003906,,,,,
RV,1782148480.9301922,20367869,,,,-0.066711,-0.091492,-0.881836,0.457764,1.1521
LA,1782148480.9328718,20367869,-0.300781,0.023438,0.121094,,,,,
RV,1782148480.9368658,20372969,,,,-0.06665,-0.091309,-0.881714,0.458008,1.1521
RV,1782148481.0302558,20548466,,,,-0.062134,-0.08667,-0.881165,0.460632,1.1521
LA,1782148481.12788,20586751,-0.195312,0.007812,-0.269531,,,,,
RV,1782148481.1330512,20592251,,,,-0.057007,-0.082886,-0.880798,0.462646,1.152344
LA,1782148481.1361167,20592251,-0.21875,-0.03125,-0.308594,,,,,
RV,1782148481.14157,20596951,,,,-0.056335,-0.082458,-0.880798,0.46283,1.152344
LA,1782148481.1444921,20596951,-0.125,-0.070312,-0.085938,,,,,
RV,1782148481.1496253,20602151,,,,-0.055664,-0.08197,-0.880798,0.463013,1.152344
LA,1782148481.1550894,20602151,-0.082031,-0.0625,-0.050781,,,,,
RV,1782148481.1580648,20607151,,,,-0.055115,-0.081543,-0.880798,0.463196,1.152344
LA,1782148481.163392,20607151,-0.027344,-0.097656,0.027344,,,,,
RV,1782148481.1708395,20612251,,,,-0.054443,-0.081116,-0.880798,0.463379,1.152344
LA,1782148481.1729066,20612251,-0.011719,-0.097656,0.019531,,,,,
RV,1782148481.1799238,20616751,,,,-0.053894,-0.080688,-0.880737,0.463501,1.152344
LA,1782148481.1804056,20616751,-0.109375,-0.136719,0.171875,,,,,
RV,1782148481.186941,20622051,,,,-0.053162,-0.0802,-0.880737,0.463745,1.152344
LA,1782148481.1908755,20622051,-0.09375,-0.128906,0.242188,,,,,
RV,1782148481.280364,20797108,,,,-0.044128,-0.075195,-0.880127,0.466675,1.152588
RV,1782148481.3781648,20842227,,,,-0.029907,-0.066406,-0.880127,0.469116,1.152588
LA,1782148481.3836553,20842227,0.097656,-0.105469,-0.136719,,,,,
RV,1782148481.3891675,20847627,,,,-0.029297,-0.065857,-0.880127,0.469238,1.152588
LA,1782148481.391947,20847627,0.152344,-0.136719,-0.058594,,,,,
RV,1782148481.3976123,20852527,,,,-0.028931,-0.065491,-0.880066,0.469421,1.152588
LA,1782148481.4008684,20852527,0.277344,-0.097656,0.132812,,,,,
RV,1782148481.406482,20857027,,,,-0.028748,-0.065186,-0.880066,0.469482,1.152588
LA,1782148481.412796,20857027,0.328125,-0.050781,0.238281,,,,,
RV,1782148481.417146,20862427,,,,-0.028503,-0.064941,-0.880066,0.469543,1.152588
LA,1782148481.4182694,20862427,0.328125,-0.050781,0.277344,,,,,
RV,1782148481.4261785,20867527,,,,-0.02832,-0.064697,-0.880066,0.469604,1.152588
LA,1782148481.428686,20867527,0.300781,-0.050781,0.316406,,,,,
RV,1782148481.4344492,20872227,,,,-0.028137,-0.064514,-0.880066,0.469604,1.152588
LA,1782148481.439348,20872227,0.230469,0.023438,0.355469,,,,,
RV,1782148481.4422936,20877627,,,,-0.027954,-0.064392,-0.880066,0.469666,1.152588
LA,1782148481.5305803,21047970,-0.015625,-0.066406,0.425781,,,,,
RV,1782148481.6330578,21092448,,,,-0.026978,-0.057922,-0.879822,0.471008,1.152832
LA,1782148481.637628,21092448,0.1875,-0.027344,0.339844,,,,,
RV,1782148481.6427186,21097848,,,,-0.026917,-0.057983,-0.879822,0.471008,1.152832
LA,1782148481.6448548,21097848,0.148438,-0.027344,0.300781,,,,,
RV,1782148481.6502624,21102348,,,,-0.026917,-0.058044,-0.879822,0.470947,1.152832
LA,1782148481.6534321,21102348,0.148438,0.011719,0.1875,,,,,
RV,1782148481.6584277,21107848,,,,-0.026917,-0.058105,-0.879822,0.470947,1.152832
LA,1782148481.6611578,21107848,0.070312,0.011719,0.070312,,,,,
RV,1782148481.6668215,21112448,,,,-0.026855,-0.058167,-0.879822,0.470886,1.152832
LA,1782148481.6695077,21112448,0.109375,0.085938,-0.042969,,,,,
RV,1782148481.6750486,21117948,,,,-0.026917,-0.058228,-0.879883,0.470886,1.152832
LA,1782148481.6808453,21117948,0.109375,0.085938,-0.160156,,,,,
RV,1782148481.683465,21122548,,,,-0.027039,-0.05835,-0.879883,0.470825,1.152832
LA,1782148481.6889331,21122548,0.101562,0.15625,-0.195312,,,,,
RV,1782148481.6924558,21127948,,,,-0.027222,-0.058472,-0.879944,0.470703,1.152832
RV,1782148481.7850077,21303767,,,,-0.033508,-0.062195,-0.880005,0.469727,1.153076
LA,1782148481.8828926,21342268,0.296875,-0.058594,-0.097656,,,,,
RV,1782148481.888427,21347668,,,,-0.033386,-0.062988,-0.8797,0.470154,1.15332
LA,1782148481.8911939,21347668,0.375,-0.058594,0.09375,,,,,
RV,1782148481.897821,21352868,,,,-0.033569,-0.062927,-0.8797,0.470154,1.15332
LA,1782148481.899587,21352868,0.40625,-0.050781,0.210938,,,,,
RV,1782148481.9049754,21357668,,,,-0.033752,-0.062866,-0.8797,0.470154,1.15332
LA,1782148481.9078298,21357668,0.328125,-0.050781,0.324219,,,,,
RV,1782148481.913959,21362668,,,,-0.033752,-0.062744,-0.8797,0.470154,1.15332
LA,1782148481.9189692,21362668,0.289062,-0.050781,0.402344,,,,,
RV,1782148481.9219515,21367368,,,,-0.033752,-0.062683,-0.8797,0.470154,1.15332
LA,1782148481.927224,21367368,0.058594,-0.042969,0.476562,,,,,
RV,1782148481.9328864,21372668,,,,-0.03363,-0.062561,-0.879761,0.470154,1.15332
LA,1782148481.935669,21372668,-0.007812,-0.082031,0.515625,,,,,
RV,1782148481.9412842,21377668,,,,-0.033569,-0.0625,-0.879761,0.470154,1.15332
LA,1782148481.9433327,21377668,-0.007812,-0.082031,0.515625,,,,,
LA,1782148482.0357263,21552228,-0.023438,0.035156,-0.105469,,,,,
LA,1782148482.0379343,21557128,-0.0625,-0.003906,-0.027344,,,,,
RV,1782148482.1348143,21598732,,,,-0.032288,-0.062012,-0.879822,0.470154,1.153564
LA,1782148482.140302,21598732,-0.328125,0.070312,0.011719,,,,,
RV,1782148482.1458616,21603232,,,,-0.032288,-0.062012,-0.879822,0.470154,1.153564
LA,1782148482.148912,21603232,-0.292969,0.070312,-0.027344,,,,,
RV,1782148482.154193,21608232,,,,-0.03241,-0.062012,-0.879761,0.470215,1.153564
LA,1782148482.1570268,21608232,-0.023438,0.035156,0.011719,,,,,
RV,1782148482.1625054,21613532,,,,-0.032532,-0.062012,-0.879761,0.470215,1.153564
LA,1782148482.1654558,21613532,0.128906,-0.003906,0.085938,,,,,
RV,1782148482.170909,21618532,,,,-0.032654,-0.062012,-0.879761,0.470276,1.153564
LA,1782148482.1737182,21618532,0.199219,-0.042969,0.085938,,,,,
RV,1782148482.1793113,21623332,,,,-0.032776,-0.062012,-0.8797,0.470276,1.153564
LA,1782148482.1848373,21623332,0.3125,-0.042969,0.125,,,,,
RV,1782148482.1903155,21628832,,,,-0.032959,-0.062073,-0.879761,0.470276,1.153564
LA,1782148482.1931791,21628832,0.304688,-0.042969,0.164062,,,,,
LA,1782148482.1952128,21633632,0.265625,-0.042969,0.164062,,,,,
LA,1782148482.2872207,21801674,0.082031,-0.050781,0.085938,,,,,
LA,1782148482.2891157,21806774,-0.148438,-0.050781,0.238281,,,,,
RV,1782148482.3857048,21847887,,,,-0.0354,-0.064331,-0.880005,0.469238,1.153809
LA,1782148482.391218,21847887,-0.0625,0.09375,0.085938,,,,,
RV,1782148482.3975694,21853187,,,,-0.035522,-0.064453,-0.880005,0.469238,1.153809
LA,1782148482.3996983,21853187,-0.0625,0.09375,0.054688,,,,,
RV,1782148482.405102,21858287,,,,-0.035583,-0.064575,-0.880005,0.469238,1.153809
LA,1782148482.4079545,21858287,-0.0625,0.125,-0.019531,,,,,
RV,1782148482.4153697,21862987,,,,-0.035583,-0.064636,-0.880005,0.469238,1.153809
LA,1782148482.416553,21862987,-0.101562,0.011719,-0.136719,,,,,
RV,1782148482.421804,21868287,,,,-0.035583,-0.064758,-0.880005,0.469238,1.153809
LA,1782148482.4272704,21868287,-0.101562,-0.027344,-0.210938,,,,,
RV,1782148482.4302473,21873187,,,,-0.035645,-0.064758,-0.880005,0.469238,1.153809
LA,1782148482.4357426,21873187,-0.101562,-0.027344,-0.171875,,,,,
RV,1782148482.4411755,21878187,,,,-0.035706,-0.064819,-0.880005,0.469238,1.153809
LA,1782148482.4439723,21878187,-0.03125,-0.027344,-0.097656,,,,,
LA,1782148482.4466586,21882687,0.003906,0.046875,-0.097656,,,,,
RV,1782148482.539083,22057448,,,,-0.036438,-0.06488,-0.879639,0.469727,1.154053
RV,1782148482.636883,22097636,,,,-0.036682,-0.065247,-0.8797,0.469543,1.154053
LA,1782148482.6423254,22097636,0.136719,0.09375,0.011719,,,,,
RV,1782148482.6485868,22102536,,,,-0.036743,-0.065308,-0.879761,0.469482,1.154053
LA,1782148482.650833,22102536,0.136719,0.046875,0.011719,,,,,
RV,1782148482.656262,22108036,,,,-0.036743,-0.065308,-0.879761,0.469421,1.154053
LA,1782148482.6590505,22108036,0.066406,0.011719,0.011719,,,,,
RV,1782148482.6651475,22113136,,,,-0.036682,-0.065308,-0.879822,0.46936,1.154053
LA,1782148482.6674623,22113136,0.066406,0.011719,0.003906,,,,,
RV,1782148482.6729884,22118036,,,,-0.036682,-0.065308,-0.879822,0.469299,1.154053
LA,1782148482.675767,22118036,0.027344,-0.027344,0.078125,,,,,
RV,1782148482.6815817,22122536,,,,-0.036682,-0.065369,-0.879883,0.469238,1.154053
LA,1782148482.6871614,22122536,-0.019531,-0.066406,0.039062,,,,,
RV,1782148482.6897116,22127936,,,,-0.036743,-0.065369,-0.879883,0.469177,1.154053
LA,1782148482.6953313,22127936,-0.0625,-0.066406,0.078125,,,,,
RV,1782148482.698881,22133036,,,,-0.036743,-0.06543,-0.879944,0.469177,1.154053
RV,1782148482.7925787,22309345,,,,-0.038879,-0.066772,-0.880188,0.468323,1.154297
LA,1782148482.8903222,22347510,-0.179688,0.003906,0.269531,,,,,
RV,1782148482.895486,22352810,,,,-0.042053,-0.069153,-0.880005,0.468018,1.154297
LA,1782148482.8983178,22352810,-0.21875,0.078125,0.269531,,,,,
RV,1782148482.9043036,22357310,,,,-0.042053,-0.069153,-0.880005,0.468079,1.154297
LA,1782148482.9066427,22357310,-0.113281,0.117188,0.234375,,,,,
RV,1782148482.9123857,22362610,,,,-0.042114,-0.069214,-0.879944,0.46814,1.154297
LA,1782148482.9145734,22362610,-0.035156,0.117188,0.117188,,,,,
RV,1782148482.9199314,22367810,,,,-0.042114,-0.069336,-0.879883,0.468201,1.154297
LA,1782148482.9228594,22367810,0.039062,0.117188,0.042969,,,,,
RV,1782148482.9282515,22372910,,,,-0.042114,-0.069397,-0.879822,0.468323,1.154297
LA,1782148482.9340556,22372910,0.117188,0.117188,-0.074219,,,,,
RV,1782148482.9395845,22377410,,,,-0.042114,-0.069397,-0.879822,0.468384,1.154297
LA,1782148482.9422846,22377410,0.230469,0.070312,-0.1875,,,,,
RV,1782148482.947985,22382710,,,,-0.042114,-0.069397,-0.879761,0.468445,1.154297
LA,1782148482.9503086,22382710,0.230469,0.109375,-0.148438,,,,,
LA,1782148483.0427666,22557176,-0.082031,0.117188,-0.15625,,,,,
LA,1782148483.045943,22562276,0.070312,0.078125,-0.121094,,,,,
RV,1782148483.140834,22602648,,,,-0.043213,-0.069092,-0.879761,0.468445,1.154541
LA,1782148483.146228,22602648,0.125,-0.074219,0.003906,,,,,
RV,1782148483.1516814,22607948,,,,-0.043274,-0.069092,-0.879761,0.468384,1.154541
LA,1782148483.1540685,22607948,0.085938,-0.074219,0.042969,,,,,
RV,1782148483.1599586,22612948,,,,-0.043335,-0.069092,-0.879761,0.468384,1.154541
LA,1782148483.1626532,22612948,-0.066406,-0.035156,0.148438,,,,,
RV,1782148483.1682389,22618148,,,,-0.043335,-0.069092,-0.879761,0.468323,1.154785
LA,1782148483.17085,22618148,-0.183594,-0.035156,0.109375,,,,,
RV,1782148483.176691,22622848,,,,-0.043335,-0.069153,-0.879761,0.468323,1.154785
LA,1782148483.181915,22622848,-0.183594,-0.035156,0.117188,,,,,
RV,1782148483.1849554,22628048,,,,-0.043396,-0.069275,-0.879761,0.468323,1.154785
LA,1782148483.1899722,22628048,-0.144531,-0.035156,0.078125,,,,,
RV,1782148483.1956446,22632748,,,,-0.043457,-0.069336,-0.879761,0.468323,1.154785
LA,1782148483.1983912,22632748,-0.027344,-0.035156,0.003906,,,,,
LA,1782148483.200934,22638048,-0.113281,-0.074219,-0.113281,,,,,
LA,1782148483.293479,22807427,0.148438,0.011719,-0.121094,,,,,
LA,1782148483.2949634,22812327,0.101562,0.046875,-0.195312,,,,,
RV,1782148483.3924708,22853369,,,,-0.046753,-0.070618,-0.87915,0.468933,1.155029
LA,1782148483.397747,22853369,0.175781,0.011719,-0.035156,,,,,
RV,1782148483.4027529,22858769,,,,-0.046753,-0.070679,-0.87915,0.468933,1.155029
LA,1782148483.4057982,22858769,0.101562,0.011719,-0.035156,,,,,
RV,1782148483.4115753,22863469,,,,-0.046753,-0.070679,-0.879211,0.468872,1.155029
LA,1782148483.4138901,22863469,0.101562,0.003906,-0.074219,,,,,
RV,1782148483.4197733,22868869,,,,-0.046814,-0.07074,-0.879211,0.468811,1.155029
LA,1782148483.4224875,22868869,0.09375,-0.074219,-0.148438,,,,,
RV,1782148483.4277139,22873369,,,,-0.046814,-0.070801,-0.879211,0.468811,1.155029
LA,1782148483.4305665,22873369,0.054688,-0.082031,-0.148438,,,,,
RV,1782148483.436355,22878869,,,,-0.046814,-0.070801,-0.879272,0.468689,1.155029
LA,1782148483.441997,22878869,-0.03125,-0.082031,-0.074219,,,,,
RV,1782148483.44733,22883369,,,,-0.046814,-0.07074,-0.879272,0.468689,1.155029
LA,1782148483.4500263,22883369,-0.0625,-0.082031,-0.113281,,,,,
LA,1782148483.4526527,22888869,-0.175781,-0.042969,0.042969,,,,,
RV,1782148483.545477,23062711,,,,-0.048706,-0.071838,-0.879395,0.468079,1.155029
RV,1782148483.64376,23103298,,,,-0.049683,-0.072693,-0.879333,0.468018,1.155273
LA,1782148483.6489716,23103298,0.191406,0.03125,0.050781,,,,,
RV,1782148483.6545315,23108698,,,,-0.049744,-0.072815,-0.879333,0.467957,1.155273
LA,1782148483.65736,23108698,0.230469,0.03125,0.011719,,,,,
RV,1782148483.6631634,23113898,,,,-0.049744,-0.072876,-0.879333,0.467957,1.155273
LA,1782148483.6660814,23113898,0.152344,0.109375,-0.027344,,,,,
RV,1782148483.6714332,23118798,,,,-0.049683,-0.072937,-0.879395,0.467834,1.155273
LA,1782148483.674304,23118798,0.105469,0.070312,-0.058594,,,,,
RV,1782148483.679831,23123698,,,,-0.049622,-0.072998,-0.879395,0.467773,1.155273
LA,1782148483.6833167,23123698,-0.007812,0.03125,-0.140625,,,,,
RV,1782148483.688292,23128498,,,,-0.0495,-0.072998,-0.879456,0.467773,1.155273
LA,1782148483.6936765,23128498,-0.199219,-0.011719,-0.179688,,,,,
RV,1782148483.6992593,23133698,,,,-0.049377,-0.072937,-0.879456,0.467712,1.155273
LA,1782148483.7017744,23133698,-0.230469,-0.011719,-0.179688,,,,,
RV,1782148483.7057555,23138698,,,,-0.049316,-0.072876,-0.879456,0.467712,1.155273
RV,1782148483.799767,23315145,,,,-0.048523,-0.073059,-0.878967,0.46875,1.155518
RV,1782148483.8971977,23358309,,,,-0.049866,-0.073547,-0.878845,0.468811,1.155518
LA,1782148483.9026532,23358309,0.023438,0.0625,0.050781,,,,,
RV,1782148483.9080827,23362809,,,,-0.049866,-0.073547,-0.878784,0.468811,1.155518
LA,1782148483.911043,23362809,0.023438,0.023438,0.058594,,,,,
RV,1782148483.9160821,23367809,,,,-0.049805,-0.073547,-0.878784,0.468872,1.155518
LA,1782148483.919006,23367809,0.066406,0.023438,-0.058594,,,,,
RV,1782148483.9243913,23373109,,,,-0.049744,-0.073486,-0.878784,0.468933,1.155518
LA,1782148483.9270203,23373109,0.066406,0.023438,-0.066406,,,,,
RV,1782148483.9324408,23378209,,,,-0.049683,-0.073425,-0.878784,0.468933,1.155518
LA,1782148483.935245,23378209,0.066406,0.023438,-0.027344,,,,,
RV,1782148483.9409149,23383009,,,,-0.049622,-0.073425,-0.878723,0.468994,1.155518
LA,1782148483.9461184,23383009,0.066406,0.0625,-0.027344,,,,,
RV,1782148483.9490533,23388309,,,,-0.049683,-0.073425,-0.878723,0.468994,1.155518
LA,1782148483.9549603,23388309,0.105469,0.0625,-0.027344,,,,,
RV,1782148483.9580615,23393209,,,,-0.049744,-0.073425,-0.878723,0.468994,1.155518
LA,1782148484.0496945,23563789,-0.039062,0.03125,-0.171875,,,,,
RV,1782148484.1494956,23608259,,,,-0.051025,-0.073975,-0.878906,0.468445,1.155762
LA,1782148484.1548264,23608259,0.058594,-0.042969,0.125,,,,,
RV,1782148484.16013,23613559,,,,-0.051025,-0.074036,-0.878906,0.468506,1.155762
LA,1782148484.16277,23613559,0.058594,-0.042969,0.125,,,,,
RV,1782148484.168434,23618659,,,,-0.051025,-0.074097,-0.878906,0.468445,1.155762
LA,1782148484.171215,23618659,0.058594,-0.050781,0.042969,,,,,
RV,1782148484.176776,23623359,,,,-0.051025,-0.074158,-0.878906,0.468445,1.155762
LA,1782148484.1796856,23623359,0.023438,-0.011719,0.042969,,,,,
RV,1782148484.1849449,23628659,,,,-0.051086,-0.07428,-0.878906,0.468384,1.155762
LA,1782148484.187968,23628659,0.058594,-0.019531,0.003906,,,,,
RV,1782148484.1931732,23633659,,,,-0.051147,-0.074402,-0.878906,0.468384,1.155762
LA,1782148484.198675,23633659,0.089844,-0.011719,0.003906,,,,,
RV,1782148484.2046432,23638559,,,,-0.051208,-0.074524,-0.878906,0.468323,1.155762
